Category,MedianHomePriceNSA,CPIAdjustedPrice
Thu Jan 15 1953,18080.26,210931.38
Sun Feb 15 1953,18080.26,211727.35
Sun Mar 15 1953,18080.26,210931.38
Wed Apr 15 1953,18122.25,211421.25
Fri May 15 1953,18143.25,210873.49
Mon Jun 15 1953,18143.25,210086.65
Wed Jul 15 1953,18185.25,210572.98
Sat Aug 15 1953,18206.25,210032.44
Tue Sep 15 1953,18227.25,210274.71
Thu Oct 15 1953,18227.25,209495.91
Sun Nov 15 1953,18206.25,210032.44
Tue Dec 15 1953,18206.25,210032.44
Fri Jan 15 1954,18206.25,210032.44
Mon Feb 15 1954,18227.25,210274.71
Mon Mar 15 1954,18227.25,210274.71
Thu Apr 15 1954,18206.25,210816.15
Sat May 15 1954,18206.25,210032.44
Tue Jun 15 1954,18227.25,210274.71
Thu Jul 15 1954,18290.25,211001.49
Sun Aug 15 1954,18332.24,211485.9
Wed Sep 15 1954,18374.24,212761.36
Fri Oct 15 1954,18353.24,212518.19
Mon Nov 15 1954,18353.24,212518.19
Wed Dec 15 1954,18374.24,213558.22
Sat Jan 15 1955,18395.24,213802.29
Tue Feb 15 1955,18332.24,213070.06
Tue Mar 15 1955,18290.25,212582.03
Fri Apr 15 1955,18185.25,211361.64
Sun May 15 1955,18185.25,211361.64
Wed Jun 15 1955,18269.25,212337.95
Fri Jul 15 1955,18332.24,212275.03
Mon Aug 15 1955,18437.24,213490.86
Thu Sep 15 1955,18479.24,213181.73
Sat Oct 15 1955,18458.24,212939.47
Tue Nov 15 1955,18416.24,212454.95
Thu Dec 15 1955,18374.24,212761.36
Sun Jan 15 1956,18332.24,212275.03
Wed Feb 15 1956,18269.25,211545.64
Thu Mar 15 1956,18206.25,210816.15
Sun Apr 15 1956,18122.25,209063.4
Tue May 15 1956,18143.25,208530.45
Fri Jun 15 1956,18332.24,209153.33
Sun Jul 15 1956,18479.24,209291.56
Wed Aug 15 1956,18605.23,211490.35
Sat Sep 15 1956,18584.23,210480.65
Mon Oct 15 1956,18563.24,209478.4
Thu Nov 15 1956,18521.24,209004.45
Sat Dec 15 1956,18542.24,208483.3
Tue Jan 15 1957,18605.23,209191.54
Fri Feb 15 1957,18773.23,210318.46
Fri Mar 15 1957,18773.23,209561.92
Mon Apr 15 1957,18899.22,210212.16
Wed May 15 1957,18962.22,210159.64
Sat Jun 15 1957,18899.22,208715.99
Mon Jul 15 1957,18899.22,207240.97
Thu Aug 15 1957,18899.22,207240.97
Sun Sep 15 1957,18962.22,207931.8
Tue Oct 15 1957,19067.21,209083.07
Fri Nov 15 1957,19067.21,208346.87
Sun Dec 15 1957,19046.22,208117.51
Wed Jan 15 1958,19067.21,206889.9
Sat Feb 15 1958,19067.21,206889.9
Sat Mar 15 1958,19235.21,207263.4
Tue Apr 15 1958,19277.21,206997.21
Thu May 15 1958,19319.2,207448.1
Sun Jun 15 1958,19214.21,206320.72
Tue Jul 15 1958,19214.21,205609.27
Fri Aug 15 1958,19193.21,206095.23
Mon Sep 15 1958,19130.21,205418.74
Wed Oct 15 1958,19109.21,205193.24
Sat Nov 15 1958,19151.21,204935.12
Mon Dec 15 1958,19172.21,205869.73
Thu Jan 15 1959,19130.21,204710.4
Sun Feb 15 1959,19109.21,205193.24
Sun Mar 15 1959,19109.21,205193.24
Wed Apr 15 1959,19109.21,204485.68
Fri May 15 1959,19193.21,205384.55
Mon Jun 15 1959,19193.21,204678.77
Wed Jul 15 1959,19130.21,203308.27
Sat Aug 15 1959,19109.21,203085.09
Tue Sep 15 1959,19151.21,202836.81
Thu Oct 15 1959,19256.21,203255.19
Sun Nov 15 1959,19277.21,203476.85
Tue Dec 15 1959,19193.21,202590.21
Fri Jan 15 1960,19256.21,203948.9
Mon Feb 15 1960,19256.21,203255.19
Tue Mar 15 1960,19256.21,203255.19
Fri Apr 15 1960,19256.21,202566.19
Sun May 15 1960,19214.21,202124.37
Wed Jun 15 1960,19172.21,201001.19
Fri Jul 15 1960,19172.21,201001.19
Mon Aug 15 1960,19256.21,201881.85
Thu Sep 15 1960,19340.2,202762.4
Sat Oct 15 1960,19403.2,202057.63
Tue Nov 15 1960,19340.2,201401.57
Thu Dec 15 1960,19340.2,201401.57
Sun Jan 15 1961,19340.2,201401.57
Wed Feb 15 1961,19298.2,200964.2
Wed Mar 15 1961,19340.2,201401.57
Sat Apr 15 1961,19256.21,200526.93
Mon May 15 1961,19319.2,201182.89
Thu Jun 15 1961,19298.2,200964.2
Sat Jul 15 1961,19361.2,200276.13
Tue Aug 15 1961,19382.2,201163.9
Fri Sep 15 1961,19382.2,200493.35
Sun Oct 15 1961,19382.2,200493.35
Wed Nov 15 1961,19487.2,201579.49
Fri Dec 15 1961,19529.2,202013.95
Mon Jan 15 1962,19550.19,202231.08
Thu Feb 15 1962,19508.2,201126.3
Thu Mar 15 1962,19508.2,201126.3
Sun Apr 15 1962,19508.2,200460.32
Tue May 15 1962,19613.19,201539.17
Fri Jun 15 1962,19634.19,201754.96
Sun Jul 15 1962,19634.19,201089.1
Wed Aug 15 1962,19634.19,201089.1
Sat Sep 15 1962,19613.19,200213.25
Mon Oct 15 1962,19571.19,199784.51
Thu Nov 15 1962,19592.19,199998.88
Sat Dec 15 1962,19592.19,199998.88
Tue Jan 15 1963,19613.19,200213.25
Fri Feb 15 1963,19613.19,200213.25
Fri Mar 15 1963,19718.19,200625.15
Mon Apr 15 1963,19802.18,201479.72
Wed May 15 1963,19760.19,201052.48
Sat Jun 15 1963,19760.19,200395.45
Mon Jul 15 1963,19802.18,200167.14
Thu Aug 15 1963,19802.18,200167.14
Sun Sep 15 1963,19802.18,200167.14
Tue Oct 15 1963,19802.18,199517.25
Fri Nov 15 1963,19928.18,200786.77
Sun Dec 15 1963,20012.18,200980.58
Wed Jan 15 1964,20012.18,200980.58
Sat Feb 15 1964,20075.17,201613.18
Sun Mar 15 1964,20075.17,201613.18
Wed Apr 15 1964,20012.18,200980.58
Fri May 15 1964,19928.18,200136.97
Mon Jun 15 1964,19991.18,200122.03
Wed Jul 15 1964,20033.17,199897.54
Sat Aug 15 1964,20096.17,201173.03
Tue Sep 15 1964,20159.17,201154.81
Thu Oct 15 1964,20201.17,201573.9
Sun Nov 15 1964,20264.17,201554.45
Tue Dec 15 1964,20264.17,201554.45
Fri Jan 15 1965,20390.16,202807.59
Mon Feb 15 1965,20390.16,202807.59
Mon Mar 15 1965,20327.16,201535.02
Thu Apr 15 1965,20285.16,200478.11
Sat May 15 1965,20264.17,200270.66
Tue Jun 15 1965,20264.17,199003.13
Thu Jul 15 1965,20306.16,199415.49
Sun Aug 15 1965,20306.16,199415.49
Wed Sep 15 1965,20306.16,199415.49
Fri Oct 15 1965,20432.16,200019.89
Mon Nov 15 1965,20537.15,201047.68
Wed Dec 15 1965,20600.15,201030.26
Sat Jan 15 1966,20663.15,201645.05
Tue Feb 15 1966,20621.15,199977.47
Tue Mar 15 1966,20621.15,199354.49
Fri Apr 15 1966,20642.15,198321.85
Sun May 15 1966,20684.15,198725.37
Wed Jun 15 1966,20726.15,198514.3
Fri Jul 15 1966,20747.15,198104
Mon Aug 15 1966,20684.15,196294.48
Thu Sep 15 1966,20684.15,196294.48
Sat Oct 15 1966,20768.14,195893.43
Tue Nov 15 1966,20768.14,195893.43
Thu Dec 15 1966,20852.14,196685.75
Sun Jan 15 1967,20852.14,196685.75
Wed Feb 15 1967,20852.14,196685.75
Wed Mar 15 1967,20705.15,194707.47
Sat Apr 15 1967,20789.14,194906.67
Mon May 15 1967,20915.14,195497.34
Thu Jun 15 1967,20957.14,195301.66
Sat Jul 15 1967,20957.14,194716.93
Tue Aug 15 1967,21083.13,195302.79
Fri Sep 15 1967,21083.13,194721.53
Sun Oct 15 1967,21167.13,194917.23
Wed Nov 15 1967,21230.13,194918.97
Fri Dec 15 1967,21335.12,195305.09
Mon Jan 15 1968,21314.12,193968.49
Thu Feb 15 1968,21419.12,194354.09
Fri Mar 15 1968,21377.12,193407.47
Mon Apr 15 1968,21377.12,192845.24
Wed May 15 1968,21314.12,191719.58
Sat Jun 15 1968,21482.11,192116.92
Mon Jul 15 1968,21566.11,191762.88
Thu Aug 15 1968,21629.11,191773.58
Sun Sep 15 1968,21629.11,191227.21
Tue Oct 15 1968,21776.1,191435.98
Fri Nov 15 1968,22028.09,193104.21
Sun Dec 15 1968,22217.08,194212.33
Wed Jan 15 1969,22322.08,194582.07
Sat Feb 15 1969,22427.08,194405.2
Sat Mar 15 1969,22616.07,194414.25
Tue Apr 15 1969,22637.07,193522.63
Thu May 15 1969,22742.06,193886.06
Sun Jun 15 1969,22805.06,193360.74
Tue Jul 15 1969,23015.05,194080.66
Fri Aug 15 1969,23162.05,194264.5
Mon Sep 15 1969,23330.04,195146.04
Wed Oct 15 1969,23519.03,195672.02
Sat Nov 15 1969,23624.03,195497.35
